spoken_hook,spoken_hook_framework,spoken_hook_structure,visual_hook_graphic,visual_hook_movement,visual_hook_layout,text_hook,audio_hook_structure,video_link,niche,content_type,performance_rank,views
Heres the type of thinking that makes me a ton of money as a marketing consultant for businesses.,Heres the type of thinking that makes me [X result] as a [Y profession],Educational/Tutorial,"Creator A-Roll,Subject in B-Roll","A-Roll - None,B-Roll - None",Full screen B-roll w/ A-roll overlaid,Captions (repeat of spoken),Music only,https://www.instagram.com/dmitrihasideas/reel/C9-GJSCJKHe/,Content Marketing,Education,7,168446
This is the easiest copywriting hack for advertising. I learned this from Ogilvys on advertising and literally any brand or business can benefit from this.,This is the easiest [X skill] hack for [Y purpose]. I learned this from [Z source] and literally any [audience] can benefit from this,Educational/Tutorial,"Creator A-Roll,Non-person B-Roll","A-Roll - None,B-Roll - Quick Cuts",Full screen B-roll w/ A-roll overlaid,Captions (repeat of spoken),No audio,https://www.tiktok.com/@daradenney/video/7394841357908462878,Content Marketing,Education,5,168000
"Most brands play it safe. They follow, they hesitate, they blend in. But champions move differently. They take risks, they adapt, and they dominate.",Most [X entities] play it safe. They [Y safe behaviors]. But champions move differently. They [Z bold behaviors],Contrarian/Negative,Creator A-Roll,A-Roll - None,Full screen A-roll (partial graphic overlay),Captions (repeat of spoken),Music + SFX,https://www.tiktok.com/@brandbosshq/video/7478396265806482731,Content Marketing,Entertainment,6,158800
So it has come to my attention that you dont think your life is interesting enough for the camera.,So it has come to my attention that you dont think your [X] is [Y quality] enough for [Z purpose],Contrarian/Negative,Creator A-Roll,A-Roll - None,Full screen A-roll (in studio),Captions (repeat of spoken),Music only,https://www.instagram.com/katiexsocials/reel/DBrRBdaxSd-/,Content Marketing,Education,6,149389
"After growing our Instagram to over 1.1 million followers, heres what we would do if we had to restart from scratch.","After growing our [X platform] to over [Y number] followers, heres what we would do if we had to restart from scratch",Experimentation,Subject in B-Roll,B-Roll - Quick Cuts,Full screen B-roll,Captions (repeat of spoken),Music only,https://www.instagram.com/thecreatorpassport/reel/DDh6BqByXcx/,Content Marketing,Education,4,141817
I tested these two videos to see which one would bring more leads to my business.,I tested these two [X content] to see which one would [Y business goal],Experimentation,"Creator A-Roll,Image Screenshots",A-Roll - None,Full screen A-roll (partial graphic overlay),Captions (repeat of spoken),Music only,https://www.instagram.com/iamjadenly/reel/C6bb6RGuRGy/,Content Marketing,Education,5,139216
"Your videos arent boring, you just lack an aspect of retention, aka multitask media.","Your [X content] arent [Y negative trait], you just lack [Z element]",Contrarian/Negative,Creator A-Roll,A-Roll - None,Full screen A-roll (in world),Captions (repeat of spoken),Music only,https://www.instagram.com/iamjadenly/reel/C53XpNXMuyO/,Content Marketing,Education,6,132850
"The worst way to start off your video is by saying, hey guys, welcome back to part two....","The worst way to start off your [X content] is by saying, [Y intro]",Educational/Tutorial,Creator A-Roll,A-Roll - None,Full screen A-roll (in studio),Captions (repeat of spoken),Music + SFX,https://www.instagram.com/iamjadenly/reel/C5wIbeOu-J6/,Content Marketing,Education,7,129718
"This creator has grown 600,000 followers in the past two months and here are the top three things that Ive learned from watching her grow.",This creator has grown [X number] followers in the past [Y time] and here are the top [Z number] things that Ive learned from watching them grow,Fortuneteller,"Creator A-Roll,Image Screenshots",A-Roll - None,Full screen A-roll (in studio),Captions (repeat of spoken),Music only,https://www.instagram.com/katiexsocials/reel/DHZyOy8Ahft/,Content Marketing,Education,8,126598
I have an irrational fear of the camera. It seems backwards because Im a content creator.,I have an irrational fear of [X]. It seems backwards because Im a [Y profession],Contrarian/Negative,"Creator A-Roll,Creator in B-Roll,Image Screenshots",A-Roll - None,"Full screen A-roll (in world),Full screen B-roll",Captions (repeat of spoken),Music only,https://www.instagram.com/katiexsocials/reel/C3VxPBZgY4W/,Content Marketing,Education,9,119722
"If I woke up with zero followers and had to build my audience from zero to over two hundred thousand again, here are the first three things I would focus on.","If I woke up with zero followers and had to build my audience from zero to [X number] again, here are the first [Y number] things I would focus on",Secret Reveal,"Creator A-Roll,Non-person B-Roll","A-Roll - Slow Zoom,B-Roll - Quick Cuts",Full screen A-roll (partial graphic overlay),Captions (repeat of spoken),Music + SFX,https://www.instagram.com/iamjadenly/reel/C-Sk0Raukc6/,Content Marketing,Education,8,113982
"This guy just gave us some of the best content marketing advice, and this is something Ive been saying for months.","This guy just gave us some of the best [X topic] advice, and this is something Ive been saying for [Y time]",Educational/Tutorial,"Creator A-Roll,Subject in B-Roll","A-Roll - None,B-Roll - None",Split screen A-roll + B-roll,Captions (repeat of spoken),Music only,https://www.instagram.com/iamjadenly/reel/C9Cz5jqM8-K/,Content Marketing,Education,9,100569
"Yo, if you want to grow online, as I was saying before I got rudely interrupted, if you really want to grow online, you need to consider these two things, value and TV.","Yo, if you want to [X goal], as I was saying before I got rudely interrupted, if you really want to [X], you need to consider these two things, [Y] and [Z]",Raw Shock,"Creator A-Roll,Creator in B-Roll","A-Roll - None,B-Roll - Quick Cuts","Full screen A-roll (in world),Full screen B-roll",Captions (repeat of spoken),No audio,https://www.instagram.com/iamjadenly/reel/C6HY4w5PV_B/,Content Marketing,Education,10,90940
This is a bad ad. And so is this one. And this one as well. Can you guess why?,This is a bad [X]. And so is this one. And this one as well. Can you guess why?,Question,"Creator A-Roll,Non-person B-Roll","A-Roll - None,B-Roll - Quick Cuts",Full screen B-roll w/ A-roll overlaid,Captions (repeat of spoken),No audio,https://www.tiktok.com/@daradenney/video/7341431565202869546,Content Marketing,Education,6,88900
You can make creative that converts like crazy even if you just have boring product photos like this.,You can make [X creative] that converts like crazy even if you just have [Y starting materials],Educational/Tutorial,"Creator A-Roll,Non-person B-Roll","A-Roll - None,B-Roll - Quick Cuts",Full screen B-roll w/ A-roll overlaid,Captions (repeat of spoken),No audio,https://www.tiktok.com/@daradenney/video/7310271573418691882,Content Marketing,Education,7,84200
Youre making your Facebook ads and your Instagram ads creative wrong.,Youre making your [X platform] ads and your [Y platform] ads creative wrong,Contrarian/Negative,Creator A-Roll,A-Roll - None,Full screen A-roll (in studio),Captions (repeat of spoken),No audio,https://www.tiktok.com/@daradenney/video/7245087248822062378,Content Marketing,Education,8,75700
"This ad is causing a ton of controversy on my Instagram, so I want to get your guys opinion. You can be mom of the year and the woman youd never want your kid to date.","This ad is causing a ton of controversy on my [X platform], so I want to get your guys opinion. [Y controversial statement]",Secret Reveal,Creator A-Roll,A-Roll - None,Full screen A-roll (in studio),Captions (repeat of spoken),No audio,https://www.tiktok.com/@daradenney/video/7265737847267904814,Content Marketing,Entertainment,9,66400
There are tons of amazing images that convert like crazy on Facebook ads. So let me show you a few of my favorites.,There are tons of amazing [X content] that convert like crazy on [Y platform] ads. So let me show you a few of my favorites,Secret Reveal,"Creator A-Roll,Image Screenshots",A-Roll - Slow Zoom,Full screen A-roll (in studio),Captions (repeat of spoken),No audio,https://www.tiktok.com/@daradenney/video/7241243428799925546,Content Marketing,Education,10,58700
"Your brand is not your logo. Its not your color palette, its not your font choices or your website. Those are expressions of your brand, but they are not the engine for growth.","Your [X concept] is not your [Y surface element]. Its not your [Z elements]. Those are expressions of your [X], but they are not the engine for [goal]",Contrarian/Negative,Creator A-Roll,A-Roll - None,Full screen A-roll (in studio),Captions (repeat of spoken),No audio,https://www.tiktok.com/@brandbosshq/video/7502594704962309422,Content Marketing,Education,7,57900
Heres the golden rule of marketing that McDonalds knows that Five Guys doesnt which is why McDonalds is ten times the size of Five Guys.,Heres the golden rule of [X field] that [Y successful company] knows that [Z less successful company] doesnt which is why [comparison],Comparison,Creator A-Roll,A-Roll - None,Full screen A-roll (in studio),Captions (repeat of spoken),No audio,https://www.tiktok.com/@brandbosshq/video/7477931982819757355,Content Marketing,Education,8,47900
"If your brand sucks at content marketing, well lucky for you, Ive got a framework thats gonna help you so much.","If your [X business] sucks at [Y skill], well lucky for you, Ive got a framework thats gonna help you so much",Secret Reveal,"Creator A-Roll,Creator in B-Roll","A-Roll - Quick Zoom,B-Roll - Quick Cuts","Full screen A-roll (in world),Full screen B-roll",Captions (repeat of spoken),Music only,https://www.instagram.com/dmitrihasideas/reel/DB9MJBzpllF/,Content Marketing,Education,8,44699
"Dont copy creators, study them and do it better.","Dont [X obvious action] [Y people], [Z better action] and do it better",Educational/Tutorial,"Creator A-Roll,Creator in B-Roll","A-Roll - Quick Zoom,B-Roll - Quick Cuts","Full screen A-roll (in studio),Full screen B-roll",Captions (repeat of spoken),Music + SFX,https://www.instagram.com/dmitrihasideas/reel/CyM0y_nI1-p/,Content Marketing,Education,9,41434
"What are the people at Southwest Airlines thinking? No, no, no, no, no, no. This is so dumb. And so many other businesses have crashed on these rocks. Youve gotta know whats gonna come next. All right, heres what Im talking about.",What are the people at [X company] thinking?,Contrarian/Negative,Creator A-Roll,A-Roll - None,Full screen A-roll (partial graphic overlay),Captions (repeat of spoken),No audio,https://www.tiktok.com/@brandbosshq/video/7481743308079828266,Content Marketing,Entertainment,9,37900
"Hey everybody, breaking news. Aldis packaging team apparently thinks originality is optional, and Mondelez is calling bull.","Hey everybody, breaking news. [X companys] [Y department] apparently thinks [Z value] is optional, and [company] is calling bull",Secret Reveal,"Creator A-Roll,Non-person B-Roll","A-Roll - None,B-Roll - Quick Cuts","Full screen A-roll (in studio),Full screen B-roll",Captions (repeat of spoken),Music only,https://www.tiktok.com/@brandbosshq/video/7512861168164195626,Content Marketing,Entertainment,10,34000
